image_id,filename,path,category,domain_label,is_hard_sample,source,group_id,sha256,notes,split
v2_astro_gz2_74802,v2_astro_gz2_74802.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_74802.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_74802,dcf6525153488303649a102c37699a539db17bdc17b1341201a98d938e306842,Real SDSS galaxy observation cutout (morphology: DISK_FEATURE),TRAIN
v2_astro_gz2_212896,v2_astro_gz2_212896.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_212896.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_212896,a781224fd90f050efd0561f98fe51d1908bf13177838fae1aba5a53bd5d4a086,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_277663,v2_astro_gz2_277663.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_277663.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_277663,fbf7c04b7ccaef986f21952dda636b3d793a9f49a9e302ff7498a36767689549,Real SDSS galaxy observation cutout (morphology: DISK_FEATURE),TRAIN
v2_astro_gz2_5547,v2_astro_gz2_5547.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_5547.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_5547,4d4b0d4de666fd37308a725ad3b092915a87eeef45aa572e907d92b2063541bf,Real SDSS galaxy observation cutout (morphology: SMOOTH),TEST
v2_astro_gz2_7438,v2_astro_gz2_7438.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_7438.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_7438,a93c1ea3f2b8af2d1fcfc3038a3cc374a4e74039e03192cd6da1526f6c2935bb,Real SDSS galaxy observation cutout (morphology: SPIRAL),TEST
v2_astro_gz2_190848,v2_astro_gz2_190848.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_190848.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_190848,c9ebabadcfe2e478ff25ad624344b41df7514346812f167d95322ecefed93285,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_262000,v2_astro_gz2_262000.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_262000.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_262000,f6ac181c05f3a52c7a63131bdb2cfd253d3b08699ae8e3345ddc67e77b88b0c5,Real SDSS galaxy observation cutout (morphology: OTHER),VAL
v2_astro_gz2_266472,v2_astro_gz2_266472.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_266472.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_266472,5d3030d1aaf7a04a82fb8845904b3fc089e45ca54f6fa4dfd271247a7b273d2d,Real SDSS galaxy observation cutout (morphology: OTHER),VAL
v2_astro_gz2_204535,v2_astro_gz2_204535.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_204535.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_204535,01b18fb570284626071224b59ddf0f02032ecbdf5aac5abfd4dfc91e1cfefa48,Real SDSS galaxy observation cutout (morphology: DISK_FEATURE),TRAIN
v2_astro_gz2_174982,v2_astro_gz2_174982.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_174982.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_174982,4e4cf714d0cd6f0f295fcd1ce7d64c0de838d03242915d9dd6b0bbd5257939ed,Real SDSS galaxy observation cutout (morphology: SPIRAL),VAL
v2_astro_gz2_193166,v2_astro_gz2_193166.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_193166.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_193166,97fe4a79047fb130d383546a008475c6981569c0336249c963533aba56b57158,Real SDSS galaxy observation cutout (morphology: OTHER),TEST
v2_astro_gz2_250163,v2_astro_gz2_250163.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_250163.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_250163,dc0d170e70cec42fd351d46138416d99de5c5dccfb5a52f342eaed023cf57cf8,Real SDSS galaxy observation cutout (morphology: SMOOTH),TEST
v2_astro_gz2_54990,v2_astro_gz2_54990.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_54990.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_54990,a851a3452ec5a3b3fd58312cb831b697fb9aa24ad695dea7ea2e0bb1cff703cf,Real SDSS galaxy observation cutout (morphology: DISK_FEATURE),VAL
v2_astro_gz2_44546,v2_astro_gz2_44546.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_44546.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_44546,5468928cbb947c87cf6c67900c90c13262f37b13ac61a396425e7c4386fd76e4,Real SDSS galaxy observation cutout (morphology: OTHER),TRAIN
v2_astro_gz2_203177,v2_astro_gz2_203177.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_203177.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_203177,0301d2a76544095bcd6542d1286d4ad0b026d50037fcc3a3077c1776abfc1338,Real SDSS galaxy observation cutout (morphology: SMOOTH),TRAIN
v2_astro_gz2_250350,v2_astro_gz2_250350.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_250350.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_250350,3397142983f365c553e245be8283c7c19401f632eef58833925290af08ad0c67,Real SDSS galaxy observation cutout (morphology: OTHER),TRAIN
v2_astro_gz2_293173,v2_astro_gz2_293173.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_293173.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_293173,ae030427704bad034b1f8b0262860ef423b8477dc48f6900266243658c1f9c69,Real SDSS galaxy observation cutout (morphology: OTHER),VAL
v2_astro_gz2_62856,v2_astro_gz2_62856.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_62856.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_62856,3bd5f03a1a83b4b118c9e0c647d33d1601c814b7f3df89d5c3307b08313d7b94,Real SDSS galaxy observation cutout (morphology: SMOOTH),TRAIN
v2_astro_gz2_101035,v2_astro_gz2_101035.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_101035.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_101035,cbb30c90f10c6e8d05359ec3416119b64ead9152fc3b7171f38201939f560716,Real SDSS galaxy observation cutout (morphology: DISK_FEATURE),TRAIN
v2_astro_gz2_174810,v2_astro_gz2_174810.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_174810.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_174810,3359d15bd73be2e1f4be5c3f9482627b542fc17bdb46c9c5a7d47d3f3540b68e,Real SDSS galaxy observation cutout (morphology: SMOOTH),TRAIN
v2_astro_gz2_25650,v2_astro_gz2_25650.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_25650.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_25650,492b049e7fd9b57f20ac9420eb33ba2e659df011cca0428041f739941540feb9,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_47786,v2_astro_gz2_47786.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_47786.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_47786,9e68747984bb0836b317d4d122329dfb3abd1f3e83cd2c5626559f86d131a986,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_164062,v2_astro_gz2_164062.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_164062.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_164062,0ff6241332a8db9978df371e2b9f97862959c394ce8c82a43afc6cba3fa476a3,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_66161,v2_astro_gz2_66161.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_66161.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_66161,64e303229c579c60fad23236e8038c3250af14920b820c38ed70a9d94fcc228c,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_181469,v2_astro_gz2_181469.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_181469.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_181469,e9a9739d72b98bbe8351a19a06707c34339f78d07cba631ee4f71350d9bb71bf,Real SDSS galaxy observation cutout (morphology: OTHER),TEST
v2_astro_gz2_42286,v2_astro_gz2_42286.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_42286.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_42286,66cf04bf38130b09a8351cba120d839fc2d1fb743e3b4d8137727478205839e4,Real SDSS galaxy observation cutout (morphology: OTHER),VAL
v2_astro_gz2_102539,v2_astro_gz2_102539.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_102539.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_102539,d3d958ee855d662a281203de47d41d1e6bf1c45a87caddac9c3f53c2704de4f0,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_50872,v2_astro_gz2_50872.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_50872.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_50872,593acc8e631c68dd7a6b6ceb9a3c32b63c7e1b819afb70ec134f2b3755846f6a,Real SDSS galaxy observation cutout (morphology: SMOOTH),VAL
v2_astro_gz2_168843,v2_astro_gz2_168843.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_168843.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_168843,a8893c0dc13426e589ca45075cc208673ea2f66c19b17858a06d29ae73d9375b,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_19517,v2_astro_gz2_19517.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_19517.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_19517,e0ad4aaf59254b13b83beee149d6c0b73bb151308c31c1e0c25b9aea0dd722da,Real SDSS galaxy observation cutout (morphology: OTHER),TRAIN
v2_astro_gz2_267345,v2_astro_gz2_267345.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_267345.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_267345,28ae365b909434a27a51e763f147ae4feedafe438b082f540bac71457e0b1584,Real SDSS galaxy observation cutout (morphology: DISK_FEATURE),TEST
v2_astro_gz2_223451,v2_astro_gz2_223451.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_223451.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_223451,e26a4e65cc5486c01b407e3ccfb8fba46aa95c2e04a0d845e9cb4cf64882abd5,Real SDSS galaxy observation cutout (morphology: SMOOTH),TRAIN
v2_astro_gz2_133678,v2_astro_gz2_133678.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_133678.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_133678,fe7d29d50d7069728fb256304635d6280d3ac98560bd336b2a64f81ee0d3461f,Real SDSS galaxy observation cutout (morphology: SMOOTH),TRAIN
v2_astro_gz2_183492,v2_astro_gz2_183492.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_183492.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_183492,b5bf22f71b3807b20ae5c883922ed72ab5b22a575fc0f9cf94f1659db490966e,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_228369,v2_astro_gz2_228369.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_228369.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_228369,2abfc1c7c1e21b9ae1abb45ed910833f9c5c6f0d431d79548557c162719a865a,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_3700,v2_astro_gz2_3700.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_3700.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_3700,13eb862ebee8428f58b4bc92766a696711c1b135da0ee2f24431efd877b2101d,Real SDSS galaxy observation cutout (morphology: SMOOTH),TRAIN
v2_astro_gz2_108125,v2_astro_gz2_108125.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_108125.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_108125,b9930f89a3d5c7fb5eccf0d5544d120fc9333eb5cdb394249c6c78af80830906,Real SDSS galaxy observation cutout (morphology: DISK_FEATURE),VAL
v2_astro_gz2_261228,v2_astro_gz2_261228.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_261228.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_261228,797ee96e3583af106853c372038aa03a8ca985010e28d8d5a16ae386684b3ca0,Real SDSS galaxy observation cutout (morphology: OTHER),TRAIN
v2_astro_gz2_140945,v2_astro_gz2_140945.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_140945.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_140945,2f1c08000b41e165e7f22d62b6838fa31a10ffbfc9da6a6908d1475b7a00cf54,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_258333,v2_astro_gz2_258333.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_258333.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_258333,645426fec9d24f31bad9a08ff381b2b2230b0a0642d24dabbd968676c64a7089,Real SDSS galaxy observation cutout (morphology: OTHER),TRAIN
v2_astro_gz2_259425,v2_astro_gz2_259425.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_259425.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_259425,3d79913e7d43c147f19df10552d4a98dbe1b11652a7754329b71853a11b0f6ef,Real SDSS galaxy observation cutout (morphology: OTHER),VAL
v2_astro_gz2_199400,v2_astro_gz2_199400.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_199400.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_199400,1b93c46f556ec620df2a525dd79ac75c45766095098b11e9ac0574c452a72551,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_268042,v2_astro_gz2_268042.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_268042.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_268042,ee924b04f5909ca95d937b4f8aa0506062a8af0f9cd51b205a8547bd5262c912,Real SDSS galaxy observation cutout (morphology: OTHER),TRAIN
v2_astro_gz2_94137,v2_astro_gz2_94137.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_94137.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_94137,32d17e4ed63e92a7e9c874a526244cde5e90f061f6c764cdb10bb9345a4e5780,Real SDSS galaxy observation cutout (morphology: DISK_FEATURE),VAL
v2_astro_gz2_112468,v2_astro_gz2_112468.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_112468.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_112468,c4c03cdc693706bd1999be08b148c5eb23ca1634d2ba63c7f49625a4fe823b1b,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_198055,v2_astro_gz2_198055.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_198055.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_198055,b9d169e24835937ce644b42153d6025e68d2ab14ac28dc8a1cfd3048442a6afe,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_191342,v2_astro_gz2_191342.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_191342.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_191342,bdb3096dfc21b1c0a690783788260d6a9f88fd4022eea778861991520f9e360e,Real SDSS galaxy observation cutout (morphology: DISK_FEATURE),TRAIN
v2_astro_gz2_7744,v2_astro_gz2_7744.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_7744.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_7744,6f599440b2bf30471e7fc4b1622b119509802440cdc69f8fa8d9830b6fc3c076,Real SDSS galaxy observation cutout (morphology: DISK_FEATURE),TRAIN
v2_astro_gz2_26637,v2_astro_gz2_26637.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_26637.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_26637,cc08efff3085d16f4944f116010d7634880e5044743f15fea4082c72e17ce760,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_247400,v2_astro_gz2_247400.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_247400.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_247400,0c656d43133bc3c65d8604195301378c92c95f9b6f3c35782b93a96898f4855d,Real SDSS galaxy observation cutout (morphology: OTHER),TRAIN
v2_astro_gz2_160656,v2_astro_gz2_160656.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_160656.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_160656,ae4a1682fb1dc7da4e13d98d07e2fd0db8fe7a81193ab820f03f40fc95bd09b4,Real SDSS galaxy observation cutout (morphology: DISK_FEATURE),TRAIN
v2_astro_gz2_11354,v2_astro_gz2_11354.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_11354.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_11354,fbf5524987150a7caf131e927abb778292fdd7c13c9da747498060e2e6368fdc,Real SDSS galaxy observation cutout (morphology: OTHER),TRAIN
v2_astro_gz2_253014,v2_astro_gz2_253014.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_253014.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_253014,3bf2834927d7056e7dcc9d4be3c888e63728ac820eacb1044387deee4ebf7a98,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_281085,v2_astro_gz2_281085.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_281085.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_281085,29079e0f57812c59602eb2a46eb5ed466884ae2c298de4b803424fc98ef4f4d8,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_197409,v2_astro_gz2_197409.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_197409.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_197409,8e5e81b6e36b5c6f7bb28d67a4128bbe5d6f04f38288b05a43a31352360ee2d6,Real SDSS galaxy observation cutout (morphology: SPIRAL),TEST
v2_astro_gz2_241974,v2_astro_gz2_241974.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_241974.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_241974,b1901682c41dd7d8a34cfc61de224583ead5f5ae121a93dd298e60872bc6cdad,Real SDSS galaxy observation cutout (morphology: SMOOTH),TRAIN
v2_astro_gz2_172222,v2_astro_gz2_172222.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_172222.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_172222,22dfec62f0ebf1f4d44e5d3478994e4a9b091ccc2ec088081195cbd5178be526,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_119206,v2_astro_gz2_119206.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_119206.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_119206,a450aff81c39dae9f0a0b51266d77a03786f18133a6ebc6254bd16bc59eae3fc,Real SDSS galaxy observation cutout (morphology: DISK_FEATURE),TRAIN
v2_astro_gz2_40570,v2_astro_gz2_40570.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_40570.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_40570,6129aef7d039553e04b10f4143fbc4907894d043b6ff204b8fdcb1a7a49a1aa6,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_174543,v2_astro_gz2_174543.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_174543.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_174543,8a0a88e6553c08b776d695833f6bad6cc4b1742319a99cd813a617b375ea93bb,Real SDSS galaxy observation cutout (morphology: SMOOTH),TRAIN
v2_astro_gz2_115678,v2_astro_gz2_115678.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_115678.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_115678,3d97d23e3f3ecd4dd261a3df5684c7c8c1d4cb3bd42ee54a416c9d49f7c4c0bb,Real SDSS galaxy observation cutout (morphology: DISK_FEATURE),TRAIN
