image_id,filename,path,source,domain_label,group_id,split,subcategory,width,height,channels,format,sha256
gz2_74931,gz2_74931.jpg,ml/data/domain_gate/astronomical/gz2_74931.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_74931,TRAIN,Galaxy Survey,424,424,3,JPEG,b82f428c92af6187d3e0ab0c685797608c09fbb56e822dfb73f09d349166a6e1
gz2_275598,gz2_275598.jpg,ml/data/domain_gate/astronomical/gz2_275598.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_275598,TRAIN,Galaxy Survey,424,424,3,JPEG,7779d67bf4560784444afc8d5f9140acab9592b39aee372c36d46235c8131b8a
gz2_3954,gz2_3954.jpg,ml/data/domain_gate/astronomical/gz2_3954.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_3954,TRAIN,Galaxy Survey,424,424,3,JPEG,4a01af088b30dc0dda4e42a3c1c16675ee62df401e19c8ff728aa4f6e7d941c6
gz2_250952,gz2_250952.jpg,ml/data/domain_gate/astronomical/gz2_250952.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_250952,TRAIN,Galaxy Survey,424,424,3,JPEG,6de2fbfbb6b9d03cd65b0146fc5dd2f0c8077048675948f24c73e8fdd7c31928
gz2_124229,gz2_124229.jpg,ml/data/domain_gate/astronomical/gz2_124229.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_124229,TRAIN,Galaxy Survey,424,424,3,JPEG,373dafb8a789ee7bc6be76c35688a231e32ed2b40189816e724ee6be07c9150e
gz2_130831,gz2_130831.jpg,ml/data/domain_gate/astronomical/gz2_130831.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_130831,TRAIN,Galaxy Survey,424,424,3,JPEG,d7ddf8047b2bfa26d7a4be0db3dd30c8777caa26fdef3c17e56409031923af2f
gz2_84036,gz2_84036.jpg,ml/data/domain_gate/astronomical/gz2_84036.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_84036,TRAIN,Galaxy Survey,424,424,3,JPEG,f576247f73189c7f98e112a787c350281164cc9d1c417efa59ea42ec79219e9e
gz2_221346,gz2_221346.jpg,ml/data/domain_gate/astronomical/gz2_221346.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_221346,TRAIN,Galaxy Survey,424,424,3,JPEG,8dc0ffab8501804d3cb87da61867b86abcb79327b0ad50996c9325c763c6373a
gz2_4990,gz2_4990.jpg,ml/data/domain_gate/astronomical/gz2_4990.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_4990,TRAIN,Galaxy Survey,424,424,3,JPEG,d3d4ce605368ea8d444c323dd153e6a061effc020d12390a353e571353193da5
gz2_181020,gz2_181020.jpg,ml/data/domain_gate/astronomical/gz2_181020.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_181020,TRAIN,Galaxy Survey,424,424,3,JPEG,2c43f21622c28c82c93c2fc147006c4d2b6fbc669277bad2e4d4035bee6693e5
gz2_79075,gz2_79075.jpg,ml/data/domain_gate/astronomical/gz2_79075.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_79075,TRAIN,Galaxy Survey,424,424,3,JPEG,c15f913037bc38a9a2e5e524377f38eee54e325a3de5ac95bd8b61e60f7925c7
gz2_183670,gz2_183670.jpg,ml/data/domain_gate/astronomical/gz2_183670.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_183670,TRAIN,Galaxy Survey,424,424,3,JPEG,328aad9f65a1702d7eb644e8d1b2ed1370467033251fc1cab4027d98b0a39c22
gz2_187488,gz2_187488.jpg,ml/data/domain_gate/astronomical/gz2_187488.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_187488,TRAIN,Galaxy Survey,424,424,3,JPEG,3ac53554200568cec0b5344c2d64201615414c043b942f55f285f3e914f2a36e
gz2_142991,gz2_142991.jpg,ml/data/domain_gate/astronomical/gz2_142991.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_142991,TRAIN,Galaxy Survey,424,424,3,JPEG,ef49b1f7a69c87c0585f0831162eded079fa10d03c74a57ce5090084697ba000
gz2_278966,gz2_278966.jpg,ml/data/domain_gate/astronomical/gz2_278966.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_278966,TRAIN,Galaxy Survey,424,424,3,JPEG,9b55f5251757fce1a2ba8a2f242f56af60fa1caf734e2c5d75c1946352df6a71
gz2_276964,gz2_276964.jpg,ml/data/domain_gate/astronomical/gz2_276964.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_276964,TRAIN,Galaxy Survey,424,424,3,JPEG,5a4b3101fd7376d370d9f5caf6f2ca07c881566dd708d3486752590fba114d68
gz2_209429,gz2_209429.jpg,ml/data/domain_gate/astronomical/gz2_209429.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_209429,TRAIN,Galaxy Survey,424,424,3,JPEG,985e73a7f0e79e5695220106e6b4acc847e70b35dc222145d79f5759f5f15e6f
gz2_232154,gz2_232154.jpg,ml/data/domain_gate/astronomical/gz2_232154.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_232154,TRAIN,Galaxy Survey,424,424,3,JPEG,62ab1f8adc87ee1c1860b4b3a2e50e5370ffb48da2a56c09328c6e3f31f0871f
gz2_155619,gz2_155619.jpg,ml/data/domain_gate/astronomical/gz2_155619.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_155619,TRAIN,Galaxy Survey,424,424,3,JPEG,54e881640e8017bdee14588cf10e345959a199f233b2f56e9e462d726edf6f34
gz2_228460,gz2_228460.jpg,ml/data/domain_gate/astronomical/gz2_228460.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_228460,TRAIN,Galaxy Survey,424,424,3,JPEG,891ab1d19a8fb494d787bb06e0b8eb64a2d3e8921ff29e0cf50123dbda1514b0
gz2_64182,gz2_64182.jpg,ml/data/domain_gate/astronomical/gz2_64182.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_64182,TRAIN,Galaxy Survey,424,424,3,JPEG,78b9b7613adfd8492be0666a7c6f0241ef4716ea41aa627b0a4108d1834f7301
gz2_272866,gz2_272866.jpg,ml/data/domain_gate/astronomical/gz2_272866.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_272866,TRAIN,Galaxy Survey,424,424,3,JPEG,291589ebe0342474db7bac1365fdc2d12d0b8e2ebb694c09c8bd57428d187f13
gz2_9837,gz2_9837.jpg,ml/data/domain_gate/astronomical/gz2_9837.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_9837,TRAIN,Galaxy Survey,424,424,3,JPEG,4b2bb2d9243f09638cee24bea49dd83312092b25ff7c1a40eb7e98c074231d35
gz2_253328,gz2_253328.jpg,ml/data/domain_gate/astronomical/gz2_253328.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_253328,TRAIN,Galaxy Survey,424,424,3,JPEG,27c401f4f9801ca225924412f728e0f8244c93bb465f7383a5936223ac709dcb
gz2_41893,gz2_41893.jpg,ml/data/domain_gate/astronomical/gz2_41893.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_41893,TRAIN,Galaxy Survey,424,424,3,JPEG,a485448d37e3819c9ff5486cd8673a55c165cf4561374b60330c8e1ccd6c0f7d
gz2_14753,gz2_14753.jpg,ml/data/domain_gate/astronomical/gz2_14753.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_14753,TRAIN,Galaxy Survey,424,424,3,JPEG,3b002282109065c2c38b8563c345943d3da3821192de855f05f5df35a415bc78
gz2_206553,gz2_206553.jpg,ml/data/domain_gate/astronomical/gz2_206553.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_206553,TRAIN,Galaxy Survey,424,424,3,JPEG,d76c66ebb276e4c94360e9912b39e16a411f38a49d848e5709b5483b512ce441
gz2_52287,gz2_52287.jpg,ml/data/domain_gate/astronomical/gz2_52287.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_52287,TRAIN,Galaxy Survey,424,424,3,JPEG,c31f651257f13af8632d61dc888ed2cad3659131c50eef2000397c88900462b9
gz2_252362,gz2_252362.jpg,ml/data/domain_gate/astronomical/gz2_252362.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_252362,TRAIN,Galaxy Survey,424,424,3,JPEG,bbab9692a2045a41f5766e3e2e52b2637ceb42f304c51a6407d207b3ba28b059
gz2_265898,gz2_265898.jpg,ml/data/domain_gate/astronomical/gz2_265898.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_265898,TRAIN,Galaxy Survey,424,424,3,JPEG,d7b3c01738e993ac02f4f1ad396c726a300f34b342abd321dacba68900acbe0d
gz2_17353,gz2_17353.jpg,ml/data/domain_gate/astronomical/gz2_17353.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_17353,TRAIN,Galaxy Survey,424,424,3,JPEG,0d800eeab3e8592196867e407d4c93248823abe019844373d57c66b2ee846389
gz2_53694,gz2_53694.jpg,ml/data/domain_gate/astronomical/gz2_53694.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_53694,TRAIN,Galaxy Survey,424,424,3,JPEG,adbff6b4ff61745786566140456d3e9befa2b4998fa010164a70a540791c41ae
gz2_137711,gz2_137711.jpg,ml/data/domain_gate/astronomical/gz2_137711.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_137711,TRAIN,Galaxy Survey,424,424,3,JPEG,806be61abac09d97eaa4373154210a0f479438ad9bcfc3a862d003abbb079b4e
gz2_41911,gz2_41911.jpg,ml/data/domain_gate/astronomical/gz2_41911.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_41911,TRAIN,Galaxy Survey,424,424,3,JPEG,4b5e2c115611015ab3c1d02c93037c66ae19739eec40b291ff6664eada0a0464
gz2_256439,gz2_256439.jpg,ml/data/domain_gate/astronomical/gz2_256439.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_256439,TRAIN,Galaxy Survey,424,424,3,JPEG,75856196468d020bace898363ca51823e70ee90a234a8885dfa25971b7e671a2
gz2_259379,gz2_259379.jpg,ml/data/domain_gate/astronomical/gz2_259379.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_259379,TRAIN,Galaxy Survey,424,424,3,JPEG,0dd91427d50bb01700fb2a799a154b53a08e542f8a499aad314e2a1cd089e439
gz2_273206,gz2_273206.jpg,ml/data/domain_gate/astronomical/gz2_273206.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_273206,TRAIN,Galaxy Survey,424,424,3,JPEG,79e4bfafed9369131391e8be327085eea074505380aaea4fffb08664cb3458ab
gz2_41800,gz2_41800.jpg,ml/data/domain_gate/astronomical/gz2_41800.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_41800,TRAIN,Galaxy Survey,424,424,3,JPEG,cd90aaf5739dcf9ab871d78bf9b25e04ba932e389f511e89f6d2c76e0ed5488c
gz2_101135,gz2_101135.jpg,ml/data/domain_gate/astronomical/gz2_101135.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_101135,TRAIN,Galaxy Survey,424,424,3,JPEG,14cb3fa808b672950bde6d255da0b043977f392db7e7b9d0f2a3ae890e8f3578
gz2_247362,gz2_247362.jpg,ml/data/domain_gate/astronomical/gz2_247362.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_247362,TRAIN,Galaxy Survey,424,424,3,JPEG,513805a3c6c54fafc892041486b3b46e93dc3cbe9f876219faa673938c3285af
gz2_111339,gz2_111339.jpg,ml/data/domain_gate/astronomical/gz2_111339.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_111339,TRAIN,Galaxy Survey,424,424,3,JPEG,a40fde9a9b8d7fb1348e3e4ab6ab05dd72bbcb6012eeca5c93d4f93608e48152
gz2_208477,gz2_208477.jpg,ml/data/domain_gate/astronomical/gz2_208477.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_208477,TRAIN,Galaxy Survey,424,424,3,JPEG,952a2340f9300075265b27efdfa8307a3f4d04c5465e2b442169c64871eef33d
gz2_26455,gz2_26455.jpg,ml/data/domain_gate/astronomical/gz2_26455.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_26455,TRAIN,Galaxy Survey,424,424,3,JPEG,534d66adfa14a925870e6d62554a080405ce258d0471c80c3ccce53558454df5
gz2_169974,gz2_169974.jpg,ml/data/domain_gate/astronomical/gz2_169974.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_169974,TRAIN,Galaxy Survey,424,424,3,JPEG,7a8a12b8eee839589159d2f19e5ebd16fc9796856392263b018cb2b0360905ac
gz2_195667,gz2_195667.jpg,ml/data/domain_gate/astronomical/gz2_195667.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_195667,TRAIN,Galaxy Survey,424,424,3,JPEG,c579c52b66b08b2e03e613cd30e16286c9db8faa9c06a8044cbab137e2a9a0a1
gz2_153292,gz2_153292.jpg,ml/data/domain_gate/astronomical/gz2_153292.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_153292,TRAIN,Galaxy Survey,424,424,3,JPEG,29ef131fa3fd862d23dbf874103fcf6c13d11403bdd960c9b553b0c56ee4d626
gz2_71976,gz2_71976.jpg,ml/data/domain_gate/astronomical/gz2_71976.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_71976,TRAIN,Galaxy Survey,424,424,3,JPEG,9fb4c333062a17ff78e7fa299719ba4bd375ca8f532809d21621e3c22cc02d60
gz2_41832,gz2_41832.jpg,ml/data/domain_gate/astronomical/gz2_41832.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_41832,TRAIN,Galaxy Survey,424,424,3,JPEG,268c9b1318a2916998aae747a2cdd7f58c51871da36c6ce1eb8cfef23f946d8e
gz2_265725,gz2_265725.jpg,ml/data/domain_gate/astronomical/gz2_265725.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_265725,TRAIN,Galaxy Survey,424,424,3,JPEG,6c20d21658aa9bcc88c80312a48f7a03df0b23e1d0d1bdb8eb9b5b74346bd2fe
gz2_48032,gz2_48032.jpg,ml/data/domain_gate/astronomical/gz2_48032.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_48032,TRAIN,Galaxy Survey,424,424,3,JPEG,6422122733eae4118de3b9596bc66a813cc20f1b1906b09b837b3f42485bb431
gz2_173056,gz2_173056.jpg,ml/data/domain_gate/astronomical/gz2_173056.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_173056,TRAIN,Galaxy Survey,424,424,3,JPEG,ef3527f8a9a1f4688f30cb07c9acc37a5ca78acf4e6902cffdfb5196b8b6928f
gz2_42221,gz2_42221.jpg,ml/data/domain_gate/astronomical/gz2_42221.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_42221,TRAIN,Galaxy Survey,424,424,3,JPEG,220a7fab00a524423fde749f76c0646af0d4d7fe854229223f1a381227d23a7e
gz2_230261,gz2_230261.jpg,ml/data/domain_gate/astronomical/gz2_230261.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_230261,TRAIN,Galaxy Survey,424,424,3,JPEG,f3b6003f936dd32c9ca921d7a44e455a7c490d439a3b99d856867e0265148d35
gz2_154497,gz2_154497.jpg,ml/data/domain_gate/astronomical/gz2_154497.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_154497,TRAIN,Galaxy Survey,424,424,3,JPEG,1cfaf6004d99805e02e662de74bfcb86692de0374d5d222d541b065ba20158d1
gz2_288495,gz2_288495.jpg,ml/data/domain_gate/astronomical/gz2_288495.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_288495,TRAIN,Galaxy Survey,424,424,3,JPEG,952caa89a03b5e42f30c7584a9ddb094447e370f6daf9f6654e21e3ec91f7daa
gz2_151196,gz2_151196.jpg,ml/data/domain_gate/astronomical/gz2_151196.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_151196,TRAIN,Galaxy Survey,424,424,3,JPEG,04bf75c5f1185bfa6549f0c4f16eb338b5b810a2f33f4cc9fb4745d4432177a7
gz2_100715,gz2_100715.jpg,ml/data/domain_gate/astronomical/gz2_100715.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_100715,TRAIN,Galaxy Survey,424,424,3,JPEG,678512171d611665d6cd1e3d8be7b03e2cbe4f4061080e324be083d8ac4f25e8
gz2_174881,gz2_174881.jpg,ml/data/domain_gate/astronomical/gz2_174881.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_174881,TRAIN,Galaxy Survey,424,424,3,JPEG,8c4c99d4c85ff22a2db0694335b487eab96562bacc05e0a5dc3c2756645c3c12
gz2_254724,gz2_254724.jpg,ml/data/domain_gate/astronomical/gz2_254724.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_254724,TRAIN,Galaxy Survey,424,424,3,JPEG,2721ed129570afc3e10002306370d61b83f86a8799c643d197db284b686cc8e6
gz2_155106,gz2_155106.jpg,ml/data/domain_gate/astronomical/gz2_155106.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_155106,TRAIN,Galaxy Survey,424,424,3,JPEG,88ec70cff064978635142f98a41c4543a0da1086b95974ae567c3355ff7065d6
gz2_185627,gz2_185627.jpg,ml/data/domain_gate/astronomical/gz2_185627.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_185627,TRAIN,Galaxy Survey,424,424,3,JPEG,ecbbf8ba9e635ef7af02550011623e376ea96eec475d10b74666f9defbe24180
gz2_52825,gz2_52825.jpg,ml/data/domain_gate/astronomical/gz2_52825.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_52825,TRAIN,Galaxy Survey,424,424,3,JPEG,032884c6f8463021a556b1794459a5f0bc74f2d94b4564cb45824071f4023ace
gz2_454,gz2_454.jpg,ml/data/domain_gate/astronomical/gz2_454.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_454,TRAIN,Galaxy Survey,424,424,3,JPEG,32dd343b6309ffc28880b965d55c57c73a53b3d51ec29a49a0769444bcf25085
gz2_252505,gz2_252505.jpg,ml/data/domain_gate/astronomical/gz2_252505.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_252505,TRAIN,Galaxy Survey,424,424,3,JPEG,15d1dfb0f0bddcba34b4178d43dc97e37f44c27b18ab1ff830b4d69de94611c9
gz2_230436,gz2_230436.jpg,ml/data/domain_gate/astronomical/gz2_230436.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_230436,TRAIN,Galaxy Survey,424,424,3,JPEG,a1d2ce3d4f040c2fc958a5d269b831d3921703a911f67e74d8aba99096792ad9
gz2_142926,gz2_142926.jpg,ml/data/domain_gate/astronomical/gz2_142926.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_142926,TRAIN,Galaxy Survey,424,424,3,JPEG,57fe507bdcb3c408d271f6d5494bab156500ed1087083a4f0208a78376304e28
gz2_253898,gz2_253898.jpg,ml/data/domain_gate/astronomical/gz2_253898.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_253898,TRAIN,Galaxy Survey,424,424,3,JPEG,4ce9a770ee90f0442311878184b4f4ce21c7638cfa1fa92062654f99928dd923
gz2_187389,gz2_187389.jpg,ml/data/domain_gate/astronomical/gz2_187389.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_187389,TRAIN,Galaxy Survey,424,424,3,JPEG,14433561d1e9d48a011b4ee0ec48517e06b12b81e198ef264bef49501d26ced0
gz2_136356,gz2_136356.jpg,ml/data/domain_gate/astronomical/gz2_136356.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_136356,TRAIN,Galaxy Survey,424,424,3,JPEG,5c2d2e0d8ae19f733bdc2d2fdba9e2e801506454a2c924c12601a726bdff7a25
gz2_204254,gz2_204254.jpg,ml/data/domain_gate/astronomical/gz2_204254.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_204254,TRAIN,Galaxy Survey,424,424,3,JPEG,676df031288fab6cb7177d283a2f21dee2e3200df0663c7c13e74d01fc1796dd
gz2_241296,gz2_241296.jpg,ml/data/domain_gate/astronomical/gz2_241296.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_241296,TRAIN,Galaxy Survey,424,424,3,JPEG,8e5b95f6e2ac0d2a3f658ce5cd347e441a3d742541de6f9c9e3c188ceb69ae3d
gz2_264085,gz2_264085.jpg,ml/data/domain_gate/astronomical/gz2_264085.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_264085,TRAIN,Galaxy Survey,424,424,3,JPEG,148a0878287b55a074a2dd38869a5a34edd4da2bbe609652000bb2d838aec434
gz2_78014,gz2_78014.jpg,ml/data/domain_gate/astronomical/gz2_78014.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_78014,TRAIN,Galaxy Survey,424,424,3,JPEG,4094b7141b5b429568b4bac5940554f56e3b1078502a0c330a2d152f9a8e59c1
gz2_205122,gz2_205122.jpg,ml/data/domain_gate/astronomical/gz2_205122.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_205122,TRAIN,Galaxy Survey,424,424,3,JPEG,60de13c8b1ce180aaf27af31a778d5864fc76c89f7a7a530b31a7bdc064d0002
gz2_127092,gz2_127092.jpg,ml/data/domain_gate/astronomical/gz2_127092.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_127092,TRAIN,Galaxy Survey,424,424,3,JPEG,7ca21729766f4931cd206b2f4e5bbb4387019ca3174c809b5be1e30bff97abee
gz2_270721,gz2_270721.jpg,ml/data/domain_gate/astronomical/gz2_270721.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_270721,TRAIN,Galaxy Survey,424,424,3,JPEG,2b0794c7e46452874f7926f7c92199f5455013a60dbfdadf215c9a31398ae309
gz2_160164,gz2_160164.jpg,ml/data/domain_gate/astronomical/gz2_160164.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_160164,TRAIN,Galaxy Survey,424,424,3,JPEG,b83c1b909754352b9b1c803af32ccad413f844e6dbf092bef09d9dc8162b721f
gz2_159212,gz2_159212.jpg,ml/data/domain_gate/astronomical/gz2_159212.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_159212,TRAIN,Galaxy Survey,424,424,3,JPEG,c7fa322ad3bbaf9fff9a5f27c3932a4d3a85434f1645e45035f037e46692afe6
gz2_127445,gz2_127445.jpg,ml/data/domain_gate/astronomical/gz2_127445.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_127445,TRAIN,Galaxy Survey,424,424,3,JPEG,48e6742fd9a5d8cda7a26b6224d66f04dd2f6c21ec409c5a9767f77e847c2a65
gz2_214871,gz2_214871.jpg,ml/data/domain_gate/astronomical/gz2_214871.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_214871,TRAIN,Galaxy Survey,424,424,3,JPEG,cb4d6d49c970d04014bb4598215165a4970280993afdb337eff92841eb6e1cad
gz2_66679,gz2_66679.jpg,ml/data/domain_gate/astronomical/gz2_66679.jpg,Galaxy Zoo 2 (SDSS),ASTRONOMICAL,gz2_66679,TRAIN,Galaxy Survey,424,424,3,JPEG,95bd7bcc6fdd1d90720db20375a7f54845c7533a0a43f5f902aaa3f02b148988
