path,category,expected_domain,source,notes,sha256
ml/data/domain_gate/adversarial/animals/adv_neg_animals_014.jpg,animals,NON_ASTRONOMICAL,ASTRA Adversarial Suite (animals),Leopard fur rosette pattern (dark background with high-contrast spot rosettes),5bd0aaa47c437879773ac7e25a7d0e0685fb072e2539aec2ee220b9f3df35af0
ml/data/domain_gate/adversarial/animals/adv_neg_animals_015.jpg,animals,NON_ASTRONOMICAL,ASTRA Adversarial Suite (animals),Leopard fur rosette pattern (dark background with high-contrast spot rosettes),39e1a2a7e7ab48c3bdec8ada189461868cb50b3d27ca16c953ec98e1982047ba
ml/data/domain_gate/adversarial/animals/adv_neg_animals_016.jpg,animals,NON_ASTRONOMICAL,ASTRA Adversarial Suite (animals),Leopard fur rosette pattern (dark background with high-contrast spot rosettes),81af5d826c0e7c3812014c19ea683ece4fd955eb9c4f025e9f4e5d03588f25d6
ml/data/domain_gate/adversarial/animals/adv_neg_animals_017.jpg,animals,NON_ASTRONOMICAL,ASTRA Adversarial Suite (animals),Leopard fur rosette pattern (dark background with high-contrast spot rosettes),5ebce8fd51340556f311b979ac6866fe69a4a6ddc3eb7ccedb09850d611b12ab
ml/data/domain_gate/adversarial/animals/adv_neg_animals_018.jpg,animals,NON_ASTRONOMICAL,ASTRA Adversarial Suite (animals),Leopard fur rosette pattern (dark background with high-contrast spot rosettes),48259445e541aaba124750fa264f6da2f1af2c20f183bb546e363886aff8f542
ml/data/domain_gate/adversarial/animals/adv_neg_animals_019.jpg,animals,NON_ASTRONOMICAL,ASTRA Adversarial Suite (animals),Leopard fur rosette pattern (dark background with high-contrast spot rosettes),f9f6f13d8c5ed9acc4dfa6b448ea4649c6f2b759e82e3928a6360a8d8dfdfc0b
ml/data/domain_gate/adversarial/animals/adv_neg_animals_020.jpg,animals,NON_ASTRONOMICAL,ASTRA Adversarial Suite (animals),Leopard fur rosette pattern (dark background with high-contrast spot rosettes),685a2f58ab266a649a4502778a808daf23a618f28efafbd3b6ac9bc95946343a
ml/data/domain_gate/adversarial/maps/adv_neg_maps_001.jpg,maps,NON_ASTRONOMICAL,ASTRA Adversarial Suite (maps),Weather rainfall radar map (dark ocean background with bright thermal contours),dfab7b677c7133cf015687761f161650186e0344b8d9e39323c5089db081bf23
ml/data/domain_gate/adversarial/maps/adv_neg_maps_002.jpg,maps,NON_ASTRONOMICAL,ASTRA Adversarial Suite (maps),Weather rainfall radar map (dark ocean background with bright thermal contours),0541b103e079b0a33e6184d4744c54e3fc1ecb9a5120afc8c69a06aa079f3382
ml/data/domain_gate/adversarial/maps/adv_neg_maps_003.jpg,maps,NON_ASTRONOMICAL,ASTRA Adversarial Suite (maps),Weather rainfall radar map (dark ocean background with bright thermal contours),b87f1855c262649b26ae49326e7f4f38d4efaebf45f3f29bcc7a4c573a6eb9c3
ml/data/domain_gate/adversarial/maps/adv_neg_maps_004.jpg,maps,NON_ASTRONOMICAL,ASTRA Adversarial Suite (maps),Weather rainfall radar map (dark ocean background with bright thermal contours),b4327de41fab90caa61de9816c47a4eb01096dbd246e42026016f3b0fdcecc90
ml/data/domain_gate/adversarial/maps/adv_neg_maps_005.jpg,maps,NON_ASTRONOMICAL,ASTRA Adversarial Suite (maps),Weather rainfall radar map (dark ocean background with bright thermal contours),04a24a772bb20fc948ce9c8bb42ebfdd5c616cd915d4c366db72ee123093c9c2
ml/data/domain_gate/adversarial/maps/adv_neg_maps_006.jpg,maps,NON_ASTRONOMICAL,ASTRA Adversarial Suite (maps),Weather rainfall radar map (dark ocean background with bright thermal contours),b3b8735200ceabfd3a05d4eaded58b6def755c1b0553269cc2ab445fc839fc5d
ml/data/domain_gate/adversarial/maps/adv_neg_maps_007.jpg,maps,NON_ASTRONOMICAL,ASTRA Adversarial Suite (maps),Weather rainfall radar map (dark ocean background with bright thermal contours),3a911ee676610648a2ceef97da0fe51262dcbc42144a5a3fc042016d303f2e27
ml/data/domain_gate/adversarial/maps/adv_neg_maps_008.jpg,maps,NON_ASTRONOMICAL,ASTRA Adversarial Suite (maps),Weather rainfall radar map (dark ocean background with bright thermal contours),cfc5af747b1c4eb1b56f610d43cda8069b5a325f4df8fb0f47935556cc2d041b
ml/data/domain_gate/adversarial/maps/adv_neg_maps_009.jpg,maps,NON_ASTRONOMICAL,ASTRA Adversarial Suite (maps),Weather rainfall radar map (dark ocean background with bright thermal contours),de889d30421c3491eb33fa09d107534ee9093489938e937ebc68f472dcbb040b
ml/data/domain_gate/adversarial/maps/adv_neg_maps_010.jpg,maps,NON_ASTRONOMICAL,ASTRA Adversarial Suite (maps),Weather rainfall radar map (dark ocean background with bright thermal contours),873d0eb7e0c96d35f6351db25fa83bc5b628d6180282f463bc90d8969a4aeb2d
ml/data/domain_gate/adversarial/maps/adv_neg_maps_011.jpg,maps,NON_ASTRONOMICAL,ASTRA Adversarial Suite (maps),Weather rainfall radar map (dark ocean background with bright thermal contours),a6ccd44cb493e85d2f9d0a639d71624ce1c8b3bdbb72fc5cc6c415138f6a275e
ml/data/domain_gate/adversarial/maps/adv_neg_maps_012.jpg,maps,NON_ASTRONOMICAL,ASTRA Adversarial Suite (maps),Weather rainfall radar map (dark ocean background with bright thermal contours),899bd6ac92e0c60dc431406fa0b817e045a370fc771506746e6ee3eb9deacd83
ml/data/domain_gate/adversarial/maps/adv_neg_maps_013.jpg,maps,NON_ASTRONOMICAL,ASTRA Adversarial Suite (maps),Weather rainfall radar map (dark ocean background with bright thermal contours),77ef9d6abfa886dfe510486885d8406e74c6f2fc7a0f0c249207810b7ec4a3b4
ml/data/domain_gate/adversarial/maps/adv_neg_maps_014.jpg,maps,NON_ASTRONOMICAL,ASTRA Adversarial Suite (maps),Weather rainfall radar map (dark ocean background with bright thermal contours),ce25be291fcd687ebfc355e6b47687bd9612ffecdc9e24fe37d8a83a10555b8f
ml/data/domain_gate/adversarial/maps/adv_neg_maps_015.jpg,maps,NON_ASTRONOMICAL,ASTRA Adversarial Suite (maps),Weather rainfall radar map (dark ocean background with bright thermal contours),b33e7d33341667d8cb980af551049c23ee2164f19d86bada807f66b72ee72b3c
ml/data/domain_gate/adversarial/maps/adv_neg_maps_016.jpg,maps,NON_ASTRONOMICAL,ASTRA Adversarial Suite (maps),Weather rainfall radar map (dark ocean background with bright thermal contours),cb843c01540e58c92522430f492ce825d20bf0d764390a2ad2951be0c8013fc4
ml/data/domain_gate/adversarial/maps/adv_neg_maps_017.jpg,maps,NON_ASTRONOMICAL,ASTRA Adversarial Suite (maps),Weather rainfall radar map (dark ocean background with bright thermal contours),a7510bfddb0ca548bd39df5eb3fa09d4cfbf0eec96cf7b0f98964169467ee910
ml/data/domain_gate/adversarial/maps/adv_neg_maps_018.jpg,maps,NON_ASTRONOMICAL,ASTRA Adversarial Suite (maps),Weather rainfall radar map (dark ocean background with bright thermal contours),78a0a80130e5bf2537c14344b8089b7ed17c87f86ca991f2fdd4baf9a0969454
ml/data/domain_gate/adversarial/maps/adv_neg_maps_019.jpg,maps,NON_ASTRONOMICAL,ASTRA Adversarial Suite (maps),Weather rainfall radar map (dark ocean background with bright thermal contours),9a88ab2e37486e4f2a32650fc776597902cd3e1fc5381e72dca4837ffcaa7b9e
ml/data/domain_gate/adversarial/maps/adv_neg_maps_020.jpg,maps,NON_ASTRONOMICAL,ASTRA Adversarial Suite (maps),Weather rainfall radar map (dark ocean background with bright thermal contours),edf7642b5f1ff8a42ee880cb6a7132e4ac149e3e70f7d8f42f3f86711a9af7e4
ml/data/domain_gate/adversarial/terrestrial_scenes/adv_neg_terrestrial_scenes_001.jpg,terrestrial_scenes,NON_ASTRONOMICAL,ASTRA Adversarial Suite (terrestrial_scenes),Night cityscape skyline with bright illuminated windows on dark background,9d31c82aa78591b5dbc05b994edc633dad90c542a3628c83b3c6047c2a8468ce
ml/data/domain_gate/adversarial/terrestrial_scenes/adv_neg_terrestrial_scenes_002.jpg,terrestrial_scenes,NON_ASTRONOMICAL,ASTRA Adversarial Suite (terrestrial_scenes),Night cityscape skyline with bright illuminated windows on dark background,989222142215867c317f39c81ec97e8a9f27669a83aa8137e440a61b5000cace
ml/data/domain_gate/adversarial/terrestrial_scenes/adv_neg_terrestrial_scenes_003.jpg,terrestrial_scenes,NON_ASTRONOMICAL,ASTRA Adversarial Suite (terrestrial_scenes),Night cityscape skyline with bright illuminated windows on dark background,b4e8068e4e3b6bbff10e8128db29a6b8214058a61df86aee4ad8d9ca5139730c
ml/data/domain_gate/adversarial/terrestrial_scenes/adv_neg_terrestrial_scenes_004.jpg,terrestrial_scenes,NON_ASTRONOMICAL,ASTRA Adversarial Suite (terrestrial_scenes),Night cityscape skyline with bright illuminated windows on dark background,c61df11ade1979847463081b6dc2a8be0655373bc1a4f467821d1649db3de3cd
ml/data/domain_gate/adversarial/terrestrial_scenes/adv_neg_terrestrial_scenes_005.jpg,terrestrial_scenes,NON_ASTRONOMICAL,ASTRA Adversarial Suite (terrestrial_scenes),Night cityscape skyline with bright illuminated windows on dark background,1f4011da64054f9ae3cb7c422b048885dff6b899705986a0dd52b18dc79f313e
ml/data/domain_gate/adversarial/terrestrial_scenes/adv_neg_terrestrial_scenes_006.jpg,terrestrial_scenes,NON_ASTRONOMICAL,ASTRA Adversarial Suite (terrestrial_scenes),Night cityscape skyline with bright illuminated windows on dark background,66c033ac0501155d5b163b5bc4e91419e17b21a5c212eb7472f977a1fa284677
ml/data/domain_gate/adversarial/terrestrial_scenes/adv_neg_terrestrial_scenes_007.jpg,terrestrial_scenes,NON_ASTRONOMICAL,ASTRA Adversarial Suite (terrestrial_scenes),Night cityscape skyline with bright illuminated windows on dark background,91660ae01d19850a0808d1eb021be11d6f96a48c3f5a16cbca3d045e48a9b67b
ml/data/domain_gate/adversarial/terrestrial_scenes/adv_neg_terrestrial_scenes_008.jpg,terrestrial_scenes,NON_ASTRONOMICAL,ASTRA Adversarial Suite (terrestrial_scenes),Night cityscape skyline with bright illuminated windows on dark background,29b5d5adb23a6ecb88dbe0be7732aea2e5167c79de9b9916b99b0e12f3956ecc
ml/data/domain_gate/adversarial/terrestrial_scenes/adv_neg_terrestrial_scenes_009.jpg,terrestrial_scenes,NON_ASTRONOMICAL,ASTRA Adversarial Suite (terrestrial_scenes),Night cityscape skyline with bright illuminated windows on dark background,f4ce6e352e7123ace0f66a268b3992c02172be4e59dcbe02b2c34d9d627a8e14
ml/data/domain_gate/adversarial/terrestrial_scenes/adv_neg_terrestrial_scenes_010.jpg,terrestrial_scenes,NON_ASTRONOMICAL,ASTRA Adversarial Suite (terrestrial_scenes),Night cityscape skyline with bright illuminated windows on dark background,b0c6f734d53423ca55ee3f7f47603c47dcabeb6960f876a13f2d048b5d7e6d3a
ml/data/domain_gate/adversarial/terrestrial_scenes/adv_neg_terrestrial_scenes_011.jpg,terrestrial_scenes,NON_ASTRONOMICAL,ASTRA Adversarial Suite (terrestrial_scenes),Night cityscape skyline with bright illuminated windows on dark background,7847123217f915000ef43c2899c91eb0be4002a93e5af548054db3919d95d5ae
ml/data/domain_gate/adversarial/terrestrial_scenes/adv_neg_terrestrial_scenes_012.jpg,terrestrial_scenes,NON_ASTRONOMICAL,ASTRA Adversarial Suite (terrestrial_scenes),Night cityscape skyline with bright illuminated windows on dark background,69f9529b790b62375a7dc8db5678f36075c27c378f6057c0834714ac2bbb6d24
ml/data/domain_gate/adversarial/terrestrial_scenes/adv_neg_terrestrial_scenes_013.jpg,terrestrial_scenes,NON_ASTRONOMICAL,ASTRA Adversarial Suite (terrestrial_scenes),Night cityscape skyline with bright illuminated windows on dark background,3a97bee0e4bc27a2d630deaf09f35d1c3b10312cd3c58c30a960d97690f1ee14
ml/data/domain_gate/adversarial/terrestrial_scenes/adv_neg_terrestrial_scenes_014.jpg,terrestrial_scenes,NON_ASTRONOMICAL,ASTRA Adversarial Suite (terrestrial_scenes),Night cityscape skyline with bright illuminated windows on dark background,1a3daba3007cfa7942b8dab2105b094fdb5197b3b8311060781ca00720f24944
ml/data/domain_gate/adversarial/terrestrial_scenes/adv_neg_terrestrial_scenes_015.jpg,terrestrial_scenes,NON_ASTRONOMICAL,ASTRA Adversarial Suite (terrestrial_scenes),Night cityscape skyline with bright illuminated windows on dark background,bb16992ad3e6f5918740ed2274cc317412941f3adf6f6b665f60f16031ea0c58
ml/data/domain_gate/adversarial/terrestrial_scenes/adv_neg_terrestrial_scenes_016.jpg,terrestrial_scenes,NON_ASTRONOMICAL,ASTRA Adversarial Suite (terrestrial_scenes),Night cityscape skyline with bright illuminated windows on dark background,382383fe9c57c8b4688b00cc40ee091b848e828d107afb7db6cf61eb7f526b9e
ml/data/domain_gate/adversarial/terrestrial_scenes/adv_neg_terrestrial_scenes_017.jpg,terrestrial_scenes,NON_ASTRONOMICAL,ASTRA Adversarial Suite (terrestrial_scenes),Night cityscape skyline with bright illuminated windows on dark background,93819acd92ab02d585e949b271b90c90a391f2b359fbcfedeb6c1c4c0a622ee9
ml/data/domain_gate/adversarial/terrestrial_scenes/adv_neg_terrestrial_scenes_018.jpg,terrestrial_scenes,NON_ASTRONOMICAL,ASTRA Adversarial Suite (terrestrial_scenes),Night cityscape skyline with bright illuminated windows on dark background,52cf7cf1b657b0eeeb682651c7fd476aa5a3dcbf27a4abc0d167621b8125269f
ml/data/domain_gate/adversarial/terrestrial_scenes/adv_neg_terrestrial_scenes_019.jpg,terrestrial_scenes,NON_ASTRONOMICAL,ASTRA Adversarial Suite (terrestrial_scenes),Night cityscape skyline with bright illuminated windows on dark background,067323b559ea86370a7e020fdea54305745d7988c32455b306a14d956db0a1d8
ml/data/domain_gate/adversarial/terrestrial_scenes/adv_neg_terrestrial_scenes_020.jpg,terrestrial_scenes,NON_ASTRONOMICAL,ASTRA Adversarial Suite (terrestrial_scenes),Night cityscape skyline with bright illuminated windows on dark background,05576879a6152d6bd08289f3817f1bd109f99c65373ce86ce83ecbf5718a4673
ml/data/domain_gate/adversarial/night_sky/adv_neg_night_sky_001.jpg,night_sky,NON_ASTRONOMICAL,ASTRA Adversarial Suite (night_sky),Terrestrial night sky photo featuring streetlight sodium glow and tree silhouettes,17e507fc25889f4a82e68eb1ee5d742f0c0afb3d2082d248c02db59520c40c53
ml/data/domain_gate/adversarial/night_sky/adv_neg_night_sky_002.jpg,night_sky,NON_ASTRONOMICAL,ASTRA Adversarial Suite (night_sky),Terrestrial night sky photo featuring streetlight sodium glow and tree silhouettes,cde891c42c7af5b81a7803931f98b051dc82ecff14e266f4bc5b67f6920ad9e1
ml/data/domain_gate/adversarial/night_sky/adv_neg_night_sky_003.jpg,night_sky,NON_ASTRONOMICAL,ASTRA Adversarial Suite (night_sky),Terrestrial night sky photo featuring streetlight sodium glow and tree silhouettes,f818b0a4cc80f214d26eddc66c2e4e52182cc61cacfe625b4d5761bfbfd465a2
ml/data/domain_gate/adversarial/night_sky/adv_neg_night_sky_004.jpg,night_sky,NON_ASTRONOMICAL,ASTRA Adversarial Suite (night_sky),Terrestrial night sky photo featuring streetlight sodium glow and tree silhouettes,366f65e8c03dcfbffc76ba36bb8ccb169906e92df9d9a783667ce281a14cef7b
ml/data/domain_gate/adversarial/night_sky/adv_neg_night_sky_005.jpg,night_sky,NON_ASTRONOMICAL,ASTRA Adversarial Suite (night_sky),Terrestrial night sky photo featuring streetlight sodium glow and tree silhouettes,f44eb4f49e0fd67ae378b46819fa8056edf1691db1131953a7c45aa4c75ed553
ml/data/domain_gate/adversarial/night_sky/adv_neg_night_sky_006.jpg,night_sky,NON_ASTRONOMICAL,ASTRA Adversarial Suite (night_sky),Terrestrial night sky photo featuring streetlight sodium glow and tree silhouettes,edc5c69aff7e04764a544e3e5ffcd4371292690644e23637896cb0be34c8bfa1
ml/data/domain_gate/adversarial/night_sky/adv_neg_night_sky_007.jpg,night_sky,NON_ASTRONOMICAL,ASTRA Adversarial Suite (night_sky),Terrestrial night sky photo featuring streetlight sodium glow and tree silhouettes,78bab3a64c87fb156c2f31208d8872ee48e88e74f4ca516219af96690c06ad85
ml/data/domain_gate/adversarial/night_sky/adv_neg_night_sky_008.jpg,night_sky,NON_ASTRONOMICAL,ASTRA Adversarial Suite (night_sky),Terrestrial night sky photo featuring streetlight sodium glow and tree silhouettes,4ffc6e1fd5d0b8c28d8488a4148066b7075056006d85d2fe2292af25fcb31abc
ml/data/domain_gate/adversarial/night_sky/adv_neg_night_sky_009.jpg,night_sky,NON_ASTRONOMICAL,ASTRA Adversarial Suite (night_sky),Terrestrial night sky photo featuring streetlight sodium glow and tree silhouettes,87140b2a49cd5e9dd8be71f21c8ba8b03650c041fdb2e0bea1719d3c5cb58bfe
ml/data/domain_gate/adversarial/night_sky/adv_neg_night_sky_010.jpg,night_sky,NON_ASTRONOMICAL,ASTRA Adversarial Suite (night_sky),Terrestrial night sky photo featuring streetlight sodium glow and tree silhouettes,c66f091610fc0515c1666d6ec0c1497d0eb4f83843e33035bbecd76f3f07a270
ml/data/domain_gate/adversarial/night_sky/adv_neg_night_sky_011.jpg,night_sky,NON_ASTRONOMICAL,ASTRA Adversarial Suite (night_sky),Terrestrial night sky photo featuring streetlight sodium glow and tree silhouettes,5103131ec89832d09fd7d9c5f1e8ac37a513b8d8612d7fca6ac52b415b22fb40
ml/data/domain_gate/adversarial/night_sky/adv_neg_night_sky_012.jpg,night_sky,NON_ASTRONOMICAL,ASTRA Adversarial Suite (night_sky),Terrestrial night sky photo featuring streetlight sodium glow and tree silhouettes,6b5bbb8a50718d0c2ac208f80468284849ab86f78a71129e730ea42007c8a160
ml/data/domain_gate/adversarial/night_sky/adv_neg_night_sky_013.jpg,night_sky,NON_ASTRONOMICAL,ASTRA Adversarial Suite (night_sky),Terrestrial night sky photo featuring streetlight sodium glow and tree silhouettes,0220be6962a1f795fbe1cb0efb5c26573d345fd15f8bb8778a9656f499dbb39b
ml/data/domain_gate/adversarial/night_sky/adv_neg_night_sky_014.jpg,night_sky,NON_ASTRONOMICAL,ASTRA Adversarial Suite (night_sky),Terrestrial night sky photo featuring streetlight sodium glow and tree silhouettes,a9e8a2b4d50533c11d9792a4880ac4b78f2f6d87915562ffc27d21f91f2c5e5c
ml/data/domain_gate/adversarial/night_sky/adv_neg_night_sky_015.jpg,night_sky,NON_ASTRONOMICAL,ASTRA Adversarial Suite (night_sky),Terrestrial night sky photo featuring streetlight sodium glow and tree silhouettes,46ebd2a5f3ec540d842792256a02b36857f3b3d608c64447ba02dc4be2bd1531
ml/data/domain_gate/adversarial/night_sky/adv_neg_night_sky_016.jpg,night_sky,NON_ASTRONOMICAL,ASTRA Adversarial Suite (night_sky),Terrestrial night sky photo featuring streetlight sodium glow and tree silhouettes,5f176b1b15b8f23e99979180874386249f41822e3dfce5626bc20306ae85c9cd
ml/data/domain_gate/adversarial/night_sky/adv_neg_night_sky_017.jpg,night_sky,NON_ASTRONOMICAL,ASTRA Adversarial Suite (night_sky),Terrestrial night sky photo featuring streetlight sodium glow and tree silhouettes,995cf5ecc437e532878239663d3e3dce46611303a5fd58a55026457d80366b61
ml/data/domain_gate/adversarial/night_sky/adv_neg_night_sky_018.jpg,night_sky,NON_ASTRONOMICAL,ASTRA Adversarial Suite (night_sky),Terrestrial night sky photo featuring streetlight sodium glow and tree silhouettes,17753113b0fd7fb2b05efbda87b957818174207a10d41fb3a11057043f315d98
ml/data/domain_gate/adversarial/night_sky/adv_neg_night_sky_019.jpg,night_sky,NON_ASTRONOMICAL,ASTRA Adversarial Suite (night_sky),Terrestrial night sky photo featuring streetlight sodium glow and tree silhouettes,a62c921d601ddf6d198d266bc897910833f5014688ce2bb87b7f428debe9972f
ml/data/domain_gate/adversarial/night_sky/adv_neg_night_sky_020.jpg,night_sky,NON_ASTRONOMICAL,ASTRA Adversarial Suite (night_sky),Terrestrial night sky photo featuring streetlight sodium glow and tree silhouettes,e4c07c1f47a2e0fa863313266d70fe35a437507861a56f5da282c1dcb91e8880
ml/data/domain_gate/adversarial/space_art/adv_neg_space_art_001.jpg,space_art,NON_ASTRONOMICAL,ASTRA Adversarial Suite (space_art),Sci-Fi space artwork (neon planetary ring illustration with saturated cyan planet),f42c9294059d8bb54dca187fc4a3e446437592a4d9ebbc659a5fa507ccf87e4c
ml/data/domain_gate/adversarial/space_art/adv_neg_space_art_002.jpg,space_art,NON_ASTRONOMICAL,ASTRA Adversarial Suite (space_art),Sci-Fi space artwork (neon planetary ring illustration with saturated cyan planet),3da5a6c1719036c1d3020133946523cb68efb85b819809c356291ad315523131
ml/data/domain_gate/adversarial/space_art/adv_neg_space_art_003.jpg,space_art,NON_ASTRONOMICAL,ASTRA Adversarial Suite (space_art),Sci-Fi space artwork (neon planetary ring illustration with saturated cyan planet),e736935e2dab5bb2b3cb91796d14e0d429f0184d5a0f02f47cbfcdeafdc2a57b
ml/data/domain_gate/adversarial/space_art/adv_neg_space_art_004.jpg,space_art,NON_ASTRONOMICAL,ASTRA Adversarial Suite (space_art),Sci-Fi space artwork (neon planetary ring illustration with saturated cyan planet),3fa2c4a7459e316e3629527b1d4c1bd89ad5a845711a8d40c16da060b624e7b0
ml/data/domain_gate/adversarial/space_art/adv_neg_space_art_005.jpg,space_art,NON_ASTRONOMICAL,ASTRA Adversarial Suite (space_art),Sci-Fi space artwork (neon planetary ring illustration with saturated cyan planet),faf2195c3c12e626ff8487cb90a407aebde01ad6c9f21088cdd5590ce90e161a
ml/data/domain_gate/adversarial/space_art/adv_neg_space_art_006.jpg,space_art,NON_ASTRONOMICAL,ASTRA Adversarial Suite (space_art),Sci-Fi space artwork (neon planetary ring illustration with saturated cyan planet),24fbdcf34779cbc02e5d632c0598e1344ecf47dd7125fea10484f0e9cab24942
ml/data/domain_gate/adversarial/space_art/adv_neg_space_art_007.jpg,space_art,NON_ASTRONOMICAL,ASTRA Adversarial Suite (space_art),Sci-Fi space artwork (neon planetary ring illustration with saturated cyan planet),0c2291e95d7d79a6bf51aa81124bc52fabb835d8b48fe1228144bb8e9122b29e
ml/data/domain_gate/adversarial/space_art/adv_neg_space_art_008.jpg,space_art,NON_ASTRONOMICAL,ASTRA Adversarial Suite (space_art),Sci-Fi space artwork (neon planetary ring illustration with saturated cyan planet),da78545efec1fcf853f0a1e170a248941dbf26afa9845ba65ea4fa4f8310dbb6
ml/data/domain_gate/adversarial/space_art/adv_neg_space_art_009.jpg,space_art,NON_ASTRONOMICAL,ASTRA Adversarial Suite (space_art),Sci-Fi space artwork (neon planetary ring illustration with saturated cyan planet),902d8fe2339c3164b83d318857a304935154294d294d885b40fe498f01148ebd
ml/data/domain_gate/adversarial/space_art/adv_neg_space_art_010.jpg,space_art,NON_ASTRONOMICAL,ASTRA Adversarial Suite (space_art),Sci-Fi space artwork (neon planetary ring illustration with saturated cyan planet),a5c3e5474b7fe56a685b9cf386fac217e123a11f703fe9d065c7ea9eec3527a3
ml/data/domain_gate/adversarial/space_art/adv_neg_space_art_011.jpg,space_art,NON_ASTRONOMICAL,ASTRA Adversarial Suite (space_art),Sci-Fi space artwork (neon planetary ring illustration with saturated cyan planet),2f47fb18051d3073adfbe05bbafb455f8ae5f510f40a56c936200b92148ffde6
ml/data/domain_gate/adversarial/space_art/adv_neg_space_art_012.jpg,space_art,NON_ASTRONOMICAL,ASTRA Adversarial Suite (space_art),Sci-Fi space artwork (neon planetary ring illustration with saturated cyan planet),61411db4e6d4eb7be28a3d85940f0187b411c5d06e04a9a213a40b69ab794ce9
ml/data/domain_gate/adversarial/space_art/adv_neg_space_art_013.jpg,space_art,NON_ASTRONOMICAL,ASTRA Adversarial Suite (space_art),Sci-Fi space artwork (neon planetary ring illustration with saturated cyan planet),6bee79a524fcb9214e3a590f8554cf8d55ae26d788f662e3ec20cb067f5fc574
ml/data/domain_gate/adversarial/space_art/adv_neg_space_art_014.jpg,space_art,NON_ASTRONOMICAL,ASTRA Adversarial Suite (space_art),Sci-Fi space artwork (neon planetary ring illustration with saturated cyan planet),c0cd5b01f4ef30b1b61d138280f03052ea7bc437db9e22bca4dd0f27e436145e
